building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
47,42,,42,1,554,3,3,1,137,15,fit,8782,1,0.0001138692780687,8782,1,1,1.0,0.0001138692780687,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Entertainment/public assembly,0,10
47,42,,42,2,1220,13,3,1,77,6,fit,26348,423,0.016054349476241,8784,3,1,0.3333839380598148,0.0003415300546448,8780,12,1,0.3332321238803704,0.0013667425968109,8784,408,1,0.3333839380598148,0.0464480874316939,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Public services,"0,1,2",10
47,42,,42,3,210,2,3,1,68,3,fit,26343,33,0.0012527047033367,8781,33,1,0.3333333333333333,0.0037581141100102,8781,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8781,0,1,0.3333333333333333,0.0,3,1,0,positive_low,size_q4,Education,"0,1,3",10
47,42,,42,4,948,9,3,1,62,0,fit,26323,735,0.0279223492762982,8763,246,1,0.3329027846370094,0.0280725778842862,8779,244,1,0.3335106180906431,0.027793598359722,8781,245,1,0.3335865972723473,0.0279011502106821,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Entertainment/public assembly,"0,1,2",10
47,42,,42,5,1326,15,3,1,62,2,early_stop,22276,0,0.0,7472,0,1,0.3354282636020829,0.0,7332,0,1,0.329143472795834,0.0,7472,0,1,0.3354282636020829,0.0,0,0,0,0.0,0.0,3,0,1,zero,size_q4,Office,"0,1,2",10
47,42,,42,6,88,0,3,1,53,1,fit,8784,3379,0.3846766848816029,8784,3379,1,1.0,0.3846766848816029,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Entertainment/public assembly,0,10
47,42,,42,7,1302,14,3,1,51,7,fit,26351,6437,0.2442791544912906,8783,863,1,0.3333080338507077,0.0982579984060116,8784,795,1,0.3333459830746461,0.0905054644808743,0,0,0,0.0,0.0,8784,4779,1,0.3333459830746461,0.5440573770491803,3,3,0,positive_high,size_q4,Office,"0,1,3",10
47,42,,42,8,438,3,3,2,137,15,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,10
47,42,,42,9,712,5,3,1,45,8,fit,8784,79,0.0089936247723132,8784,79,1,1.0,0.0089936247723132,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,10
47,42,,42,10,624,4,3,1,45,14,early_stop,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education,0,10
47,42,,42,11,864,8,3,1,35,4,fit,8447,576,0.0681898899017402,8447,576,1,1.0,0.0681898899017402,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q1,Public services,0,20
47,42,,42,12,124,1,3,1,25,11,fit,8784,57,0.0064890710382513,8784,57,1,1.0,0.0064890710382513,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Education,0,20
47,42,,42,13,496,3,3,3,137,15,fit,8781,0,0.0,8781,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,20
