building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
49,42,,42,1,522,3,8,1,137,0,fit,8490,0,0.0,8490,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Office,0,10
49,42,,42,2,1214,13,8,1,77,12,fit,26321,18,0.0006838645948102,8753,12,1,0.3325481554652179,0.0013709585285045,8784,3,1,0.333725922267391,0.0003415300546448,8784,3,1,0.333725922267391,0.0003415300546448,0,0,0,0.0,0.0,3,3,0,positive_low,size_q4,Office,"0,1,2",10
49,42,,42,3,284,2,8,1,68,6,fit,26349,912,0.0346123192531025,8783,30,1,0.3333333333333333,0.0034156893999772,8783,311,1,0.3333333333333333,0.0354093134464306,0,0,0,0.0,0.0,8783,571,1,0.3333333333333333,0.0650119549128999,3,3,0,positive_mid,size_q4,Entertainment/public assembly,"0,1,3",10
49,42,,42,4,1392,15,8,1,62,5,fit,14331,149,0.0103970413788291,6864,0,1,0.4789616914381411,0.0,0,0,0,0.0,0.0,7467,149,1,0.521038308561859,0.0199544663184679,0,0,0,0.0,0.0,2,1,0,positive_mid,size_q3,Entertainment/public assembly,"0,2",10
49,42,,42,5,924,9,8,1,62,7,early_stop,26304,741,0.0281706204379562,8762,255,1,0.3331052311435523,0.0291029445332115,8767,231,1,0.3332953163017031,0.0263488080301129,8775,255,1,0.3335994525547445,0.029059829059829,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Entertainment/public assembly,"0,1,2",10
49,42,,42,6,2,0,8,1,53,4,fit,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education,0,10
49,42,,42,7,1324,14,8,1,51,9,fit,26352,4530,0.171903460837887,8784,301,1,0.3333333333333333,0.0342668488160291,8784,3848,1,0.3333333333333333,0.4380692167577413,0,0,0,0.0,0.0,8784,381,1,0.3333333333333333,0.0433743169398907,3,3,0,positive_high,size_q4,Entertainment/public assembly,"0,1,3",10
49,42,,42,8,312,3,8,2,137,0,fit,8782,101,0.0115007970849464,8782,101,1,1.0,0.0115007970849464,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Entertainment/public assembly,0,10
49,42,,42,9,726,5,8,1,45,10,fit,8784,0,0.0,8784,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q3,Education,0,10
49,42,,42,10,578,4,8,1,45,11,early_stop,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Lodging/residential,0,10
49,42,,42,11,846,8,8,1,35,8,fit,8375,0,0.0,8375,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Entertainment/public assembly,0,20
49,42,,42,12,114,1,8,1,25,2,fit,17568,1902,0.1082650273224043,8784,1858,1,0.5,0.2115209471766848,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8784,44,1,0.5,0.0050091074681238,2,2,0,positive_high,size_q3,Education,"0,3",20
49,42,,42,13,476,3,8,3,137,0,fit,8758,110,0.0125599451929664,8758,110,1,1.0,0.0125599451929664,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Entertainment/public assembly,0,20
49,42,,42,14,1190,13,8,2,77,12,fit,8778,6,0.0006835269993164,8778,6,1,1.0,0.0006835269993164,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Office,0,20
49,42,,42,15,784,6,8,1,22,14,early_stop,17558,189,0.0107643239548923,8775,0,1,0.4997721836200022,0.0,0,0,0,0.0,0.0,8783,189,1,0.5002278163799977,0.0215188432198565,0,0,0,0.0,0.0,2,1,0,positive_mid,size_q3,Education,"0,2",20
49,42,,42,16,232,2,8,2,68,6,fit,17564,20,0.0011386927806877,8782,20,1,0.5,0.0022773855613755,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8782,0,1,0.5,0.0,2,1,0,positive_low,size_q3,Entertainment/public assembly,"0,3",20
49,42,,42,17,1406,15,8,2,62,5,fit,14944,61,0.0040819057815845,7472,0,1,0.5,0.0,0,0,0,0.0,0.0,7472,61,1,0.5,0.0081638115631691,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Lodging/residential,"0,2",20
49,42,,42,18,942,9,8,2,62,7,fit,26297,695,0.0264288702133323,8764,238,1,0.3332699547476898,0.0271565495207667,8765,227,1,0.3333079818990759,0.0258984597832287,8768,230,1,0.3334220633532342,0.0262317518248175,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Lodging/residential,"0,1,2",20
49,42,,42,19,352,3,8,4,137,0,fit,8734,0,0.0,8734,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Education,0,20
