building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
51,42,,42,1,476,3,3,1,137,10,fit,8758,110,0.0125599451929664,8758,110,1,1.0,0.0125599451929664,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Entertainment/public assembly,0,10
51,42,,42,2,1144,13,3,1,77,11,fit,17566,3101,0.1765342138221564,8782,32,1,0.4999430718433337,0.0036438168982008,8784,3069,1,0.5000569281566662,0.3493852459016393,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Office,"0,1",10
51,42,,42,3,284,2,3,1,68,6,fit,26349,912,0.0346123192531025,8783,30,1,0.3333333333333333,0.0034156893999772,8783,311,1,0.3333333333333333,0.0354093134464306,0,0,0,0.0,0.0,8783,571,1,0.3333333333333333,0.0650119549128999,3,3,0,positive_mid,size_q4,Entertainment/public assembly,"0,1,3",10
51,42,,42,4,1370,15,3,1,62,2,fit,7470,0,0.0,7470,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Education,0,10
51,42,,42,5,896,9,3,1,62,5,early_stop,26316,658,0.0250037999696002,8766,234,1,0.3331053351573187,0.0266940451745379,8771,216,1,0.3332953336373309,0.0246266104207045,8779,208,1,0.3335993312053503,0.023692903519763,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Education,"0,1,2",10
51,42,,42,6,96,0,3,1,53,12,fit,15717,3394,0.2159445186740472,8784,3378,1,0.5588852834510403,0.3845628415300546,6933,16,1,0.4411147165489597,0.0023078032597721,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Lodging/residential,"0,1",10
51,42,,42,7,1294,14,3,1,51,4,fit,35108,3099,0.0882704796627549,8784,884,1,0.2501993847556112,0.1006375227686703,8784,1315,1,0.2501993847556112,0.1497040072859745,8777,756,1,0.25,0.0861342144240629,8763,144,1,0.2496012304887775,0.0164327285176309,4,4,0,positive_high,size_q4,Office,"0,1,2,3",10
51,42,,42,8,362,3,3,2,137,10,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,10
51,42,,42,9,648,4,3,1,45,8,fit,8772,0,0.0,8772,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Education,0,10
51,42,,42,10,710,5,3,1,45,9,early_stop,8784,77,0.0087659380692167,8784,77,1,1.0,0.0087659380692167,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,10
51,42,,42,11,824,8,3,1,35,15,fit,7871,288,0.0365900139753525,7871,288,1,1.0,0.0365900139753525,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Public services,0,20
51,42,,42,12,114,1,3,1,25,13,fit,17568,1902,0.1082650273224043,8784,1858,1,0.5,0.2115209471766848,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8784,44,1,0.5,0.0050091074681238,2,2,0,positive_high,size_q3,Education,"0,3",20
