building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
42,42,,42,1,428,3,8,1,137,10,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Entertainment/public assembly,0,10
42,42,,42,2,1110,13,8,1,77,9,fit,8784,29,0.0033014571948998,8784,29,1,1.0,0.0033014571948998,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q3,Office,0,10
42,42,,42,3,202,2,8,1,68,11,fit,25896,202,0.0078004324992276,8781,28,1,0.3390871177015755,0.0031887028812208,8781,0,1,0.3390871177015755,0.0,0,0,0,0.0,0.0,8334,174,1,0.3218257645968489,0.0208783297336213,3,2,0,positive_mid,size_q4,Lodging/residential,"0,1,3",10
42,42,,42,4,1336,15,8,1,62,1,fit,21755,133,0.0061135371179039,7471,0,1,0.343415306826017,0.0,6812,133,1,0.3131234199034705,0.0195243687610099,7472,0,1,0.3434612732705125,0.0,0,0,0,0.0,0.0,3,1,0,positive_mid,size_q4,Office,"0,1,2",10
42,42,,42,5,930,9,8,1,62,13,early_stop,8764,239,0.0272706526700136,8764,239,1,1.0,0.0272706526700136,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Office,0,10
42,42,,42,6,28,0,8,1,53,2,fit,14991,3379,0.2254019078113534,8784,3378,1,0.5859515709425656,0.3845628415300546,6207,1,1,0.4140484290574344,0.0001611084259706,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Office,"0,1",10
42,42,,42,7,1258,14,8,1,51,7,fit,31967,1550,0.0484875027371977,8784,800,1,0.2747833703506741,0.0910746812386156,8784,162,1,0.2747833703506741,0.0184426229508196,8770,175,1,0.2743454187130478,0.0199543899657924,5629,413,1,0.1760878405856039,0.0733700479658909,4,4,0,positive_high,size_q4,Education,"0,1,2,3",10
42,42,,42,8,378,3,8,2,137,10,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,10
42,42,,42,9,580,4,8,1,45,3,fit,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education,0,10
42,42,,42,10,674,5,8,1,45,6,early_stop,8784,130,0.014799635701275,8784,130,1,1.0,0.014799635701275,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Entertainment/public assembly,0,10
