building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
43,42,,42,1,416,3,7,1,137,4,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,10
43,42,,42,2,1200,13,7,1,77,11,fit,17396,10,0.0005748447919061,8612,2,1,0.4950563347896068,0.0002322340919647,0,0,0,0.0,0.0,8784,8,1,0.5049436652103932,0.0009107468123861,0,0,0,0.0,0.0,2,2,0,positive_low,size_q3,Entertainment/public assembly,"0,2",10
43,42,,42,3,240,2,7,1,68,6,fit,26346,366,0.0138920519243907,8782,58,1,0.3333333333333333,0.006604418127989,8782,229,1,0.3333333333333333,0.0260760646777499,0,0,0,0.0,0.0,8782,79,1,0.3333333333333333,0.0089956729674333,3,3,0,positive_mid,size_q4,Lodging/residential,"0,1,3",10
43,42,,42,4,880,9,7,1,62,10,fit,26322,2017,0.0766279158118684,8765,214,1,0.3329914140262898,0.0244152880775812,8779,1621,1,0.333523288503913,0.1846451759881535,8778,182,1,0.3334852974697971,0.0207336523125996,0,0,0,0.0,0.0,3,3,0,positive_high,size_q4,Education,"0,1,2",10
43,42,,42,5,1390,15,7,1,62,12,early_stop,18985,1,5.267316302343956e-05,7472,0,1,0.3935738741111403,0.0,4401,1,1,0.2318145904661575,0.0002272210861167,7112,0,1,0.3746115354227021,0.0,0,0,0,0.0,0.0,3,1,0,positive_low,size_q4,Entertainment/public assembly,"0,1,2",10
43,42,,42,6,92,0,7,1,53,2,fit,16053,3379,0.2104902510434186,8784,3378,1,0.547187441599701,0.3845628415300546,7269,1,1,0.452812558400299,0.0001375705048837,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Office,"0,1",10
43,42,,42,7,1294,14,7,1,51,1,fit,35108,3099,0.0882704796627549,8784,884,1,0.2501993847556112,0.1006375227686703,8784,1315,1,0.2501993847556112,0.1497040072859745,8777,756,1,0.25,0.0861342144240629,8763,144,1,0.2496012304887775,0.0164327285176309,4,4,0,positive_high,size_q4,Office,"0,1,2,3",10
43,42,,42,8,556,3,7,2,137,4,fit,8757,16,0.0018271097407788,8757,16,1,1.0,0.0018271097407788,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Healthcare,0,10
43,42,,42,9,616,4,7,1,45,0,fit,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education,0,10
43,42,,42,10,696,5,7,1,45,8,early_stop,8784,74,0.0084244080145719,8784,74,1,1.0,0.0084244080145719,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,10
