building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
44,42,,42,1,514,3,7,1,137,11,fit,8657,0,0.0,8657,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Public services,0,10
44,42,,42,2,1166,13,7,1,77,14,fit,8784,3,0.0003415300546448,8784,3,1,1.0,0.0003415300546448,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q3,Office,0,10
44,42,,42,3,192,2,7,1,68,5,fit,26151,5881,0.2248862376199762,8781,40,1,0.3357806584834232,0.0045552898303154,8781,5676,1,0.3357806584834232,0.6463956269217629,0,0,0,0.0,0.0,8589,165,1,0.3284386830331536,0.0192106182326231,3,3,0,positive_high,size_q4,Education,"0,1,3",10
44,42,,42,4,1350,15,7,1,62,4,fit,21859,1938,0.0886591335376732,7466,0,1,0.3415526785305823,0.0,6921,1571,1,0.3166201564572944,0.2269903193180176,7472,367,1,0.3418271650121232,0.0491167023554603,0,0,0,0.0,0.0,3,2,0,positive_high,size_q4,Education,"0,1,2",10
44,42,,42,5,922,9,7,1,62,15,early_stop,26316,715,0.0271697826417388,8765,237,1,0.3330673354613163,0.0270393610952652,8771,234,1,0.3332953336373309,0.0266788279557633,8780,244,1,0.3336373309013528,0.0277904328018223,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Education,"0,1,2",10
44,42,,42,6,26,0,7,1,53,12,fit,8784,3379,0.3846766848816029,8784,3379,1,1.0,0.3846766848816029,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office,0,10
44,42,,42,7,1224,14,7,1,51,1,fit,26352,439,0.0166590771098967,8784,155,1,0.3333333333333333,0.0176457194899817,8784,156,1,0.3333333333333333,0.01775956284153,0,0,0,0.0,0.0,8784,128,1,0.3333333333333333,0.0145719489981785,3,3,0,positive_mid,size_q4,Office,"0,1,3",10
44,42,,42,8,324,3,7,2,137,11,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Entertainment/public assembly,0,10
44,42,,42,9,628,4,7,1,45,3,fit,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education,0,10
44,42,,42,10,668,5,7,1,45,13,early_stop,8784,241,0.0274362477231329,8784,241,1,1.0,0.0274362477231329,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Entertainment/public assembly,0,10
44,42,,42,11,806,8,7,1,35,2,fit,8423,168,0.0199453876291107,8423,168,1,1.0,0.0199453876291107,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Other,0,20
